url,label
https://www.clarin.com/img/2024/04/02/dcrk2qAYA_1256x620__1.jpg,1
https://upload.wikimedia.org/wikipedia/commons/thumb/c/c6/Rosa_%27Ambiente%27%2C_Bad_W%C3%B6rishofen%2C_Alemania%2C_2019-06-20%2C_DD_25.jpg/1200px-Rosa_%27Ambiente%27%2C_Bad_W%C3%B6rishofen%2C_Alemania%2C_2019-06-20%2C_DD_25.jpg,0
https://planterista.com/wp-content/uploads/2024/01/9-1024x649.jpg,1
https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS7yskd3cP7uRm_Fe1LZmgOmBbTwU6UTG06zQ&s,0
https://www.aapresid.org.ar/rem-malezas/mapa-malezas/images/malezas/lolium-spp.jpg,1
https://www.aapresid.org.ar/rem-malezas/mapa-malezas/images/malezas/amaranthus-palmeri.jpg,1
https://www.aapresid.org.ar/rem-malezas/mapa-malezas/images/malezas/amaranthus-hybridus.jpg,1
https://www.aapresid.org.ar/rem-malezas/mapa-malezas/images/malezas/echinochloa-crus-galli.jpg,1
https://www.aapresid.org.ar/rem-malezas/mapa-malezas/images/malezas/pappophorum-sp.jpg,1
https://www.aapresid.org.ar/rem-malezas/mapa-malezas/images/malezas/chlorideas.jpg,1
https://www.aapresid.org.ar/rem-malezas/mapa-malezas/images/malezas/cynodon-hirsutus.jpg,1
https://www.aapresid.org.ar/rem-malezas/mapa-malezas/images/malezas/digitaria-sanguinalis.jpg,1
https://www.aapresid.org.ar/rem-malezas/mapa-malezas/images/malezas/urochloa-panicoides.jpg,1
https://www.aapresid.org.ar/rem-malezas/mapa-malezas/images/malezas/conyza-spp.jpg,1
https://www.aapresid.org.ar/rem-malezas/mapa-malezas/images/malezas/digitaria-insularis.jpg,1
https://www.aapresid.org.ar/rem-malezas/mapa-malezas/images/malezas/sorghum-halepense.jpg,1
https://www.aapresid.org.ar/rem-malezas/mapa-malezas/images/malezas/avena-fatua.jpg,1
https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTg4OqqOb6OMTu-nSbbU4QVRAVPr9cOko0l84_J3uUP_tTV0pAGkVRGFqYgORZiOMhi8oA&usqp=CAU,1
https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT__r1bG9_1BOGWuR3epj9sdoMH1e_pX-dKLqbZ3eUG31BEWF1aLXSkx2HUCX600lNltfM&usqp=CAU,1
https://horizonteadigital.com/wp-content/uploads/2015/05/malezas-1.jpg,1
https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSSibct61cRGkVUSFWJwawhpMiPug3Z0YZzorz4CU2BXxEa-zmntl84SyzQ-ZKnhK4iMeE&usqp=CAU,1
https://ruralrosario.org/ruralr_control/includes/dibujar.php?file=../files/novedades/16857_PastoCuaresma.jpg&ancho=680,1
https://jardinarium.com/blog/wp-content/uploads/2024/02/anthurium_3-6-767x800.jpg,0
https://verdecora.es/blog/wp-content/uploads/2016/01/rosal-mini-tipos-de-plantas-interior-flor.jpg,0
https://thumbs.dreamstime.com/b/flor-de-rose-en-el-jard%C3%ADn-35360823.jpg,0
https://images.unsplash.com/photo-1686454116831-05e1bbe04ee7?fm=jpg&q=60&w=3000&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxzZWFyY2h8Mnx8cGxhbnRhJTIwZGUlMjBmbG9yfGVufDB8fDB8fHww,0
https://thumbs.dreamstime.com/b/flor-roja-del-hibisco-11100983.jpg,0
https://thumbs.dreamstime.com/b/flor-roja-del-hibisco-con-las-hojas-43862487.jpg,0
https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRRqmW54yucgQ4PzoKHHLAiCb6viAfHAZKjJw&s,0
https://fotos.imghs.net/media/pisosblog/2011/05/5003110_flores_para_tu_jardin8.jpg,0
